,Pulse,Op.Cam,Time,Exp.Cam,Comments
0,99957,KLDT-O5WB,48.27347,KLDT-E5WE,Two UFOs fall from top of machine. Frames 255 and 266.
1,99944,KLDT-O5WB,44.209,KLDT-E5WE,Bright UFO on the inner upper side of the machine @ frames 154-157.
2,99906,KLDT-O5WB,49.10861,KLDT-E5WE,"small, bright, strand like UFO"
3,99882,KLDT-O5WB,42.28373,KLDT-E5WE,Unusual yellowish explosion probably on the outboard side of the divertor.
4,99799,KLDT-O5WB,41.6995,KLDT-E5WE,Several insignificant-looking UFOs over several frames that MAY have something to do with the MARFE immediately following.
5,99784,KLDT-O5WB,42.094,KLDT-E5WE,It was noted in the last VSO meeting that the last pulse on the 30th November ended in a disruption with some debris. At the start of this pulsees there is evidence of this debris with blue flashes in the divertor. This was probably the debris from the previous pulse. It didn't affect this pulse too much.
6,99720,KLDT-O5WB,40.65645,KLDT-E5WE,Large UFO fragments near the top of the vessel
7,99657,KLDT-O5WB,42.87095,KLDT-E5WE,Debris in the divertor( probably from the last pulse) caused MARFing behaviour of the plasma. Also visible in KLDTP5WB
8,99640,KLDT-O5WB,46.2,KLDT-E5WE,Frames: 208-211
9,99627,KLDT-O5WB,42.26268,KLDT-E5WE,Several UFOs in divertor. UFOs visible in divertor on KLDT-E5WD throughout pulse.
10,99616,KLDT-O5WB,40.64799,KLDT-E5WE,Just below the UDP
11,99608,KLDT-O5WB,40.30548,KLDT-E5WC,"Some UFOs begin to be seen during breakdown in main chamber, on the WOPL and on the divertor during X-point formation at 42.192s (blue light)"
12,99608,KLDT-O5WB,40.30548,KLDT-E5WE,"Some UFOs begin to be seen during breakdown in main chamber, on the WOPL and on the divertor during X-point formation at 42.192s (blue light)"
13,99542,KLDT-O5WB,41.7927,KLDT-E5WE,At the divertor
14,99534,KLDT-O5WB,41.65723,KLDT-E5WE,UFOs fliying in the divertor.
15,99521,KLDT-O5WB,41.66553,KLDT-E5WE,"Numerous minor UFOs throughout the pulse, visible on Ops Cam."
16,99516,KLDT-O5WB,42.29949,KLDT-E5WE,Relatively bright blue flash in divertor zone.
17,99512,KLDT-O5WB,42.00507,KLDT-E5WE,Multiple UFos in teh divertor and lower part of the main chamber for 7 frames
18,99453,KLDT-O5WB,47.32892,KLDT-E5WE,large number of UFOs in the divertor (frame: 232)
19,99337,KLDT-O5WB,42.25205,KLDT-E5WE,"Small UFOs close to Divertor tile 7/8. More later in the pulse at 47.95 (frame 247) and up to the end of the pulse. Signs of Titanium during pulse. Do not use standard set, but look for T210/T210 on jetdsp."
20,99273,KLDT-O5WB,41.63723,KLDT-E5WE,UFOs near the divertor shortly after the X-point formation
21,98895,KLDT-O5WB,48.59859,KLDT-E5WE,"Lots of UFOs from outer wall, inner wall and upper dump plates"
22,98894,KLDT-O5WB,50.14695,KLDT-E5WE,Large number of UFOS from outer wall and upper dum plates (Frames: 268-315)
23,98795,KLDT-O5WB,52.79986,KLDT-E5WE,Blue UFO near IWGL 3Z. Possibly corroborated by KLDT-E5WD at 52.71s.
24,98570,KLDT-O5WB,49.322,KLDT-E5WE,Small blue UFO on the divertor also visible in KLDT-E5WD at frame 818 and 823
25,98316,KLDT-O5WB,40.26115,KLDT-E5WE,"UFOS on npl B3. More UFOs @45.27 (frame 181) and lots of them @64.86. I cannot see those last ones on protection cameras, but can see on experiment and 1 small ufo on KL11-P1DB as reported."
26,98291,KLDT-O5WB,45.7611,KLDT-E5WE,"small blue UFO seen around 45.76s and 46.64 s, probably beryllium"
27,98190,KLDT-O5WB,50.30672,KLDT-E5WE,Frames: 306-309. Particles exploding in divertor area
28,98186,KLDT-O5WB,45.46594,KLDT-E5WE,"UFOs lasting several frames. Similar to the one in 98184. Visible on protection camera as well and on KLDT-E5WD in frames 509 and
510. It looks like titanium and berillium from spectroscopy data. Very small spicks."
29,98184,KLDT-O5WB,45.26628,KLDT-E5WE,"UFOs. I think also briefly seen on KLDT-E5WD at 45.18750 and on
Protection camera. It looks like titanium and berillium from spectroscopy data."
30,98059,KLDT-O5WB,48.50607,KLDT-E5WE,UFOs in cleanup pulse
31,98052,KLDT-O5WB,40.927,KLDT-E5WE,Strnage flash during breakdown. Nothing shows up on Spectroscopy
32,97893,KLDT-O5WB,48.21869,KLDT-E5WE,Very bright blue flash on outboard wall.
33,97844,KLDT-O5WB,48.18361,KLDT-E5WE,"Particles on the outboard side, seemingly coming out of NBI, also on a few subsequent frames."
34,97815,KLDT-O5WB,42.93178,KLDT-E5WE,UFOs coming out of the WoPL. Also seen by KLDT-P5WA and KLDT- E5WD.
35,97814,KLDT-O5WB,43.21537,KLDT-E5WE,Slow UFO coming out of the divertor - also seen by KLDT-E5WD with Be II filter
36,97799,KLDT-O5WB,0.0,KLDT-E5WC,I ahve lost count of all the UFOs I have seen. Last pulse of the session i am going home.
37,97799,KLDT-O5WB,0.0,KLDT-E5WD,I ahve lost count of all the UFOs I have seen. Last pulse of the session i am going home.
38,97763,KLDT-O5WB,50.40415,KLDT-E5WE,Large bright spot on Outer Limiter. May coincide with UFO seen by KLDT-P5WA at 50.34824s
39,97717,KLDT-O5WB,47.29207,KLDT-E5WE,Unusual UFO in divertor zone
40,97696,KLDT-O5WB,52.06186,KLDT-E5WE,Debris from RF antenna
41,97693,KLDT-O5WB,48.74175,KLDT-E5WE,Blue flash on outer limiter
42,97677,KLDT-O5WB,48.5857,KLDT-E5WE,Probably Ni coming down from REION plate
43,97676,KLDT-O5WB,48.5891,KLDT-E5WE,Some blue lights seen for almost one second in few places
44,97675,KLDT-O5WB,48.57458,KLDT-E5WE,Blue light comes from the WOPL
45,97616,KLDT-O5WB,43.92849,KLDT-E5WE,UFOs for several frames. Reported to SL. Also seen on KLDT-E5WD starting at 43.825
46,97588,KLDT-O5WB,42.29,KLDT-E5WE,Lot's of UFOs seen close to the inner wall and divertor and some on the outer wall close to the antenna
47,97566,KLDT-O5WB,40.28211,KLDT-E5WC,Impressive UFO from outer wall lasting several frames. Also seen on KLDT-E5WD from 40.20 seconds. It looks like Titanium + Iron from spectrocopy. Also checked with DC.
48,97517,KLDT-O5WB,48.60557,KLDT-E5WE,"Multiple UFOs close to 4D limiter, possibly coming out of NBI. Nothing noticeable in spectroscopy."
49,97461,KLDT-O5WB,44.58888,KLDT-E5WE,Bright flash at the top inboard part of the chamber.
50,97425,KLDT-O5WB,41.88152,KLDT-E5WE,UFO in one frame in the diverotr
51,97116,KLDT-O5WB,50.36713,KLDT-E5WE,UFO's coming from WOPL seen also by KLDT-E5WD
52,97116,KLDT-O5WB,40.27918,KLDT-E5WC,Small UFO dropping down from npl seen also by KLDT-E5WD
53,97116,KLDT-O5WB,40.27918,KLDT-E5WE,Small UFO dropping down from npl seen also by KLDT-E5WD
54,97115,KLDT-O5WB,40.48728,KLDT-E5WC,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD."
55,97115,KLDT-O5WB,40.48728,KLDT-E5WE,"Lots of UFO from WOPL seen also by KLDT-P5WA, KL11-P1DB and KLDT-E5WD."
56,97106,KLDT-O5WB,52.48643,KLDT-E5WE,UFOs from WOPL. Seen just for one frame on KLDT-E5WD.
57,97096,KLDT-O5WB,46.04209,KLDT-E5WE,First little particle seems to be coming from NPL 3B. Then lots of UFOs for several frames. Also seen from KLDT-E5WD starting at 46.17500.
58,97044,KLDT-O5WB,42.34682,KLDT-E5WE,"Splattering from IWGL followed by UFO's, seen also on KLDT-E5WD with Be filter. Be?"
59,97020,KLDT-O5WB,47.61125,KLDT-E5WE,"Frames:238-240, next to outer limiter 4D and 3B"
60,97018,KLDT-O5WB,47.9178,KLDT-E5WE,On outer limiter 4D
61,96955,KLDT-O5WB,47.51477,KLDT-E5WE,Small blue light in the vessel flying around
62,96954,KLDT-O5WB,47.23624,KLDT-E5WE,Blue light seen flying around the vessel and seen also on the WOPL probably Be
63,96951,KLDT-O5WB,48.7162,KLDT-E5WE,Some blue light seen near the UIWP
64,96939,KLDT-O5WB,48.85988,KLDT-E5WE,"UFOs probably coming from NPL 3B, but I could not see them in any other camera."
65,96896,KLDT-O5WB,49.57324,KLDT-E5WE,UFO dropping from mushrooms
66,96893,KLDT-O5WB,42.17247,KLDT-E5WE,Quite big UFO seen on T8
67,96834,KLDT-O5WB,46.08345,KLDT-E5WE,Unusual blue flash apparently on inboard.
68,96818,KLDT-O5WB,43.74,KLDT-E5WE,"Blue-ish shades and UFOs soon after, just before end of the pulse. Also seen on KLDT-E5WD."
69,96817,KLDT-O5WB,42.69,KLDT-E5WE,From outer wall.
70,96815,KLDT-O5WB,43.82,KLDT-E5WE,Impresssive UFOs until the end of the pulse.
71,96783,KLDT-O5WB,46.176,KLDT-E5WE,Pulse fails early due to particles probably Be from previous disruption. See also KL11-P1DB - lots of UFOs
72,96693,KLDT-O5WB,50.69865,KLDT-E5WE,"UFOs possibly from NB4, spectroscopy shows many impurities"
73,96532,KLDT-O5WB,40.84518,KLDT-E5WE,Very focused Berylium UFO coming from the outboard side.
74,96490,KLDT-O5WB,47.52,KLDT-E5WE,"UFOs throughout the pulse, mainly from outer wall, until the disruption."
75,96432,KLDT-O5WB,50.054,KLDT-E5WE,"Large UFO in main chamber, doesn't seem to affect the plasma at all."
76,96431,KLDT-O5WB,46.925,KLDT-E5WE,"Series of blue UFOs, look like from outer limiters."
77,96426,KLDT-O5WB,49.0696,KLDT-E5WE,UFO near NPL 2D. Also seen from KLDT-E5WD.
78,96425,KLDT-O5WB,47.72,KLDT-E5WE,"Ufos from octant 4 for 3 frames, more at 48.28 not sure from where. And another one at 49.24 which seems coming from NPL (Berillium, also seen on KLDT-E5WD). And another one at 52.77 which seems coming from NPL (Berillium, also seen on KLDT-E5WD). One more at 54.13."
79,96363,KLDT-O5WB,41.23,KLDT-E5WE,UFO (Be) comming from the upeer dump plates close to UIWP
80,96344,KLDT-O5WB,50.11599,KLDT-E5WE,UFO's from wOPL
81,96343,KLDT-O5WB,50.60988,KLDT-E5WE,UFO from wOPL
82,96340,KLDT-O5WB,48.79809,KLDT-E5WE,UFO's from wOPL
83,96340,KLDT-O5WB,47.23629,KLDT-E5WE,UFO's from wOPL (2 frames) seen also 47.4770 and by KLDT-E5WD
84,96340,KLDT-O5WB,46.79652,KLDT-E5WE,UFO on UDPT
85,96340,KLDT-O5WB,46.79652,KLDT-E5WE,UFo on nPL seen also at 47.71730 and also by KLDT-E5WD
86,96339,KLDT-O5WB,48.13579,KLDT-E5WE,UFO from UDPT
87,96339,KLDT-O5WB,47.21559,KLDT-E5WE,UFO from wOPL seen also at 47.81605 and 47.735 and seen also by KLDT-E5WD
88,96339,KLDT-O5WB,46.77531,KLDT-E5WE,UFO from ICRH seen also at 47.615 and 47.735 and seen also by KLDT- E5WD
89,96338,KLDT-O5WB,49.82488,KLDT-E5WE,UFO from nPL and repeated in 50.02503sec seen also by KLDT- E5WD
90,96338,KLDT-O5WB,48.4638,KLDT-E5WE,UFO from nPL seen also by KLDT-E5WD
91,96338,KLDT-O5WB,49.58467,KLDT-E5WE,UFO from wOPL
92,96338,KLDT-O5WB,47.50306,KLDT-E5WE,UFO from WOPL
93,96338,KLDT-O5WB,47.30292,KLDT-E5WE,UFO from ICRH B
94,96327,KLDT-O5WB,50.89604,KLDT-E5WE,Small UFO near 4D limiter
95,96289,KLDT-O5WB,46.83605,KLDT-E5WE,Green UFO lasting one frame. Berillium maybe?
96,96234,KLDT-O5WB,55.31827,KLDT-E5WE,Bright spot at top of machine.
97,96234,KLDT-O5WB,54.43749,KLDT-E5WE,"Bright UFO from outer wall on Ops cam only. See also 54.83782s, 55.03806s"
98,96229,KLDT-O5WB,43.46468,KLDT-E5WE,Big cloud of UFOs on Ops cam
99,96225,KLDT-O5WB,43.016,KLDT-E5WE,Lots of UFOs at the end of the pulse. Lots of UFOS also seen on KLDT-E5WD.
100,96098,KLDT-O5WB,44.55,KLDT-E5WE,Small UFO at the bottom of Limiter 4B limiter. It does not seem to be Titanium.
101,96067,KLDT-O5WB,49.96967,KLDT-E5WE,Ti from pickup coil near UDPT
102,96045,KLDT-O5WB,44.21642,KLDT-E5WE,UFO falling from ceiling
103,96040,KLDT-O5WB,50.21958,KLDT-E5WE,UFO drops from ceiling. (2 frames)
104,96040,KLDT-O5WB,49.25874,KLDT-E5WE,UFO drops from ceiling. (1 frame)
105,96040,KLDT-O5WB,47.6575,KLDT-E5WE,UFO drops from ceiling. (2 frames)
106,96040,KLDT-O5WB,42.93349,KLDT-E5WE,UFO at midplane near WOPL (4 frames)
107,96039,KLDT-O5WB,50.98818,KLDT-E5WE,Various single frame UFOs. This one lasts a few frames
108,96039,KLDT-O5WB,48.82657,KLDT-E5WE,Something falling from ceiling near lower hybrid
109,96021,KLDT-O5WB,49.06431,KLDT-E5WE,"A red UFO falls from the roof, ending in a white flash."
110,96017,KLDT-O5WB,49.98018,KLDT-E5WE,Flash mostly on one frame at top of machine. Visible on KLDT-O5WB at 49.946
111,96017,KLDT-O5WB,49.38594,KLDT-E5WE,Numerous flashes visible on Ops cam over a long period.
112,96012,KLDT-O5WB,48.4448,KLDT-E5WE,Bright flash - also visible on BeII filter.
113,95945,KLDT-O5WB,52.77,KLDT-E5WE,Frame: 369. They can be seen near on the WOPL
114,95872,KLDT-O5WB,51.3261,KLDT-E5WE,"Again, some quite impressive purple UFOs at disruption (disruption eventually goes down). Also seen by KLDT-PWA, KLDT- E5WD and KLDT-E5WC."
115,95867,KLDT-O5WB,51.4672,KLDT-E5WE,Particularly fun purple UFO at view centre durin disruption. Also seen by KLDT-E5WC.
116,95716,KLDT-O5WB,45.12257,KLDT-E5WE,Small one.
117,95713,KLDT-O5WB,43.339,KLDT-E5WE,"UFO seen coming from the divertor in the bottom right part of the image, that corresponds to a increase on radiated light as SL says."
118,95660,KLDT-O5WB,48.61479,KLDT-E5WE,Oct8 NB UFO
119,95659,KLDT-O5WB,48.47402,KLDT-E5WE,"Huge UFO probably from Oct 4 NB, hitting the inner wall."
120,95659,KLDT-O5WB,48.47402,KLDT-E5WE,"Huge UFO probably from Oct 4 NB, hitting the inner wall."
121,95659,KLDT-O5WB,48.11373,KLDT-E5WE,UFO probably from Oct 4 NB
122,95633,KLDT-O5WB,47.17739,KLDT-E5WE,Blue flash
123,95572,KLDT-O5WB,50.75033,KLDT-E5WE,UFOs from outer wall fly into plasma in frames 318-320
124,95553,KLDT-O5WB,52.18827,KLDT-E5WE,Particles next to Lower Hybrid
125,95383,KLDT-O5WB,51.16754,KLDT-E5WE,Big UFO at 51.16754s and other smaller at 55.53117s
126,95380,KLDT-O5WB,50.78,KLDT-E5WE,"UFOs also at 50.902, 51.422, 51.545s"
127,95374,KLDT-O5WB,50.81901,KLDT-E5WE,
128,95206,KLDT-O5WB,52.07208,KLDT-E5WE,"Blue sparks on tile 1, no associated spectroscopy but could be Be"
129,94912,KLDT-O5WB,49.31033,KLDT-E5WE,
130,94911,KLDT-O5WB,51.08749,KLDT-E5WE,UFOs in upper part of vessel
131,94885,KLDT-O5WB,41.5562,KLDT-E5WE,Frame: 88-90 and 117. Seem to originate from Outer limiter
132,94796,KLDT-O5WB,46.05712,KLDT-E5WE,"Frame: 201. Related to the gass puffing. According to SL, nothing to worry about"
133,94794,KLDT-O5WB,46.63019,KLDT-E5WE,on the inner guard limiter. Identified by the KLDT-E5WD as Be
134,94637,KLDT-O5WB,47.457,KLDT-E5WE,"Large UFO near Oct 4 beam duct / wOPLs. Another big bright flash at
50.579. The plasma doesn't seem to notice either?"
135,94615,KLDT-O5WB,49.85,KLDT-E5WE,UFO at the outer limiter; not seen in the protection cameras
136,94547,KLDT-O5WB,44.41449,KLDT-E5WE,UFO coming from left for one frame
137,94422,KLDT-O5WB,48.913,KLDT-E5WE,Small UFOs in top left of frame
138,94292,KLDT-O5WB,,KLDT-E5WD,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
139,94292,KLDT-O5WB,,KLDT-E5WE,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
140,94292,KLDT-O5WB,,KLDT-E5WD,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
141,94292,KLDT-O5WB,,KLDT-E5WE,"PLasma interacting with ILA frame, Camera Frame: 61 @40.452s"
142,94232,KLDT-O5WB,,KLDT-E5WD,Ti from the top @ Frame: 103 and temperature peak (775C) on the ILA antenna @ Frame: 109
143,94232,KLDT-O5WB,,KLDT-E5WE,Ti from the top @ Frame: 103 and temperature peak (775C) on the ILA antenna @ Frame: 109
144,94212,KLDT-O5WB,,KLDT-E5WD,"Frame: 231, Time: 47.250s"
145,94212,KLDT-O5WB,,KLDT-E5WE,"Frame: 231, Time: 47.250s"
146,94211,KLDT-O5WB,,KLDT-E5WD,"Frame: 221, Time: 46.855s"
147,94211,KLDT-O5WB,,KLDT-E5WD,"Frame: 286, Time: 49.457, Ti falling from UDPT"
148,94209,KLDT-O5WB,,KLDT-E5WD,frame: 329; Time: 51.186s; Titanium influx confirmed by spectroscopy
149,94208,KLDT-O5WB,,KLDT-E5WD,"Frames: 277-281, Time: 49.149,
UFOs at the UDPT, possibly Ti?"
150,94207,KLDT-O5WB,,KLDT-E5WD,"Frame: 337-338, Time: 51.557,
UFOs flying near Outer limiter"
151,94206,KLDT-O5WB,,KLDT-E5WD,"Frame: 323, material falling from the top"
152,94161,KLDT-O5WB,48.41,KLDT-E5WE,Ti to the side of the upper dump plate. Could be KL10
153,94135,KLDT-O5WB,49.621,KLDT-E5WE,UFO at top of machine
154,94093,KLDT-O5WB,48.979,KLDT-E5WE,
155,94087,KLDT-O5WB,48.504,KLDT-E5WE,"UFOs mostly at the top near upper dump plates @ 48.50, 51.26, 51.30,
51.98, 52.42, 52.98s"
156,94086,KLDT-O5WB,50.71,KLDT-E5WE,"Nice UFO (also at 50.87, 51.03,
51.31, 52.23, 52.27s)"
157,93727,KLDT-O5WB,50.928,KLDT-E5WE,UFOs close to LH frame (Frames 322-324)
158,93710,KLDT-O5WB,49.711,KLDT-E5WE,Small UFO near the outboard midplane.
159,93531,KLDT-O5WB,45.727,KLDT-E5WE,UFO appears in frame 193.
160,93530,KLDT-O5WB,42.178,KLDT-E5WE,Small white smudge moves around for 3 frames
161,104549,KLDT-O5WB,41.1179,KLDT-E5WE,Blue UFO seen during the breakdown close to tile 10 also seen by protection camera KLDT- P5WA.
162,104464,KLDT-O5WB,41.78479,KLDT-E5WE,UFO spotted in frames 94 & 127
163,104460,KLDT-O5WB,48.52784,KLDT-E5WE,Yellow UFO on the outboard side over few frames (no information on the spectroscopy about it).
164,104458,KLDT-O5WB,40.37591,KLDT-E5WC,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.
165,104458,KLDT-O5WB,40.37591,KLDT-E5WE,Small UFO visible during the breakdown but also seen by KLDT- P5WA camera.
166,104455,KLDT-O5WB,47.74825,KLDT-E5WE,UFOs appeared on UDPT (Ti).
167,104406,KLDT-O5WB,48.08302,KLDT-E5WE,"UFO's around reionisation plate and falling from UDPT for the majority of the pulse, as seen in previous session. Probably Ti."
168,104315,KLDT-O5WB,57.57825,KLDT-E5WE,Many Ti UFOs for half a second
169,104289,KLDT-O5WB,46.06,KLDT-E5WE,Multiple UFOs from upper dump plate 46-48s
170,104210,KLDT-O5WB,40.71585,KLDT-E5WE,"A lot of UFOs seen throughout pulse, which makes sense since it was a cleaning pulse"
171,104206,KLDT-O5WB,47.89729,KLDT-E5WE,"Quite a few UFOs during disruption, possibly coming from the reionization plate"
172,104204,KLDT-O5WB,48.20646,KLDT-E5WE,Bright Titanium UFO seen falling into plasma - confirmed via spectroscopy
173,104201,KLDT-O5WB,42.4445,KLDT-E5WE,"Bright UFO near upper dump plate, which then explodes"
174,104195,KLDT-O5WB,50.01548,KLDT-E5WE,UFOS events on the lower field side extending from frames: #298 to #303 but the unusual one takes place at frame number #299
175,104172,KLDT-O5WB,40.23552,KLDT-E5WE,"Weird blue streak at 40.235s and several UFOs spotted b/w
51.9s-54.6s"
176,103982,KLDT-O5WB,49.7809,KLDT-E5WE,UFO appears near outer wall for single frame
177,103980,KLDT-O5WB,41.74925,KLDT-E5WE,Again we see a number of UFOs appear near divertor towards start of pulse and can be seen for a few frames
178,103979,KLDT-O5WB,42.034738,KLDT-E5WE,A number of UFOs appear towards start of pulse near divertor. Visible for a number of frames.
179,103966,KLDT-O5WB,42.29933,KLDT-E5WE,UFOs coming during the pulse from tile 7 very likely.
180,103966,KLDT-O5WB,44.86778,KLDT-E5WE,Blue UFO visible on innerwall two frames.
181,103954,KLDT-O5WB,41.7598,KLDT-E5WE,UFO in divertor region
182,103952,KLDT-O5WB,42.02267,KLDT-E5WE,Several UFOs spotted b/w 41.7-42.6seconds
183,103941,KLDT-O5WB,43.47919,KLDT-E5WE,"UFO in UDPT region frame 136-141 (smaller one visible at frame
128-129). Really clear on KLDT- E5WD frames 353-361 and also on KLDT-P5WA frame 213."
184,103913,KLDT-O5WB,49.39117,KLDT-E5WE,"A blue UFO seen on WOPL and a few frames later other, as well a typical UFO appears on UDPT."
185,103912,KLDT-O5WB,48.43746,KLDT-E5WE,Blue UFO appear on inner wall (?)
186,103906,KLDT-O5WB,48.47687,KLDT-E5WE,A typical UFO has appeared on UDPT.
187,103889,KLDT-O5WB,44.67246,KLDT-E5WE,Unusual UFO on the outer bottom for 2 frames.
188,103888,KLDT-O5WB,43.48447,KLDT-E5WE,splitting Ti UFO over 4 frames
189,103885,KLDT-O5WB,45.69006,KLDT-E5WE,Interestingly shaped Ti UFO
190,103858,KLDT-O5WB,50.12231,KLDT-E5WE,UFO appeared on the WOPL and later few UFOs on UDPT (Ti).
191,103855,KLDT-O5WB,49.98858,KLDT-E5WE,A few UFOs (Ti-according to JETDSP) from time to time appeared on UDPT throughout the pulse.
192,103702,KLDT-O5WB,47.48,KLDT-E5WE,UFO impact on UDPT
193,103662,KLDT-O5WB,40.77137,KLDT-E5WE,Large UFO at top of vessel near start of pulse
194,103660,KLDT-O5WB,46.28214,KLDT-E5WE,"Moving flash above the outer divertor for 2 frames (maybe arc?), then another one in the same location at 46.48296."
195,103581,KLDT-O5WB,52.95,KLDT-E5WE,"Some blue (52.950s, 57.285s) and white (53.271s, 56.041s) UFOs appeared next to WOPL and ICRH (54.556s, 55.559s) during the pulse. According to JETDSP very likely beryllium and titanium events."
196,103573,KLDT-O5WB,52.79649,KLDT-E5WE,"Muktiple UFO's frame368-371, 381, 390, 459 due to unsuccessful clean up pulse last session."
197,103571,KLDT-O5WB,48.13145,KLDT-E5WE,UFO falling from UDPT very likely Ti event seen also by KL1-O8WA camera.
198,103507,KLDT-O5WB,45.56106,KLDT-E5WE,Titanium UFO falls from top of vessel and causes disruption. Visible for several frames.
199,103434,KLDT-O5WB,50.17479,KLDT-E5WE,UFOs visible near upper dump plate
200,103404,KLDT-O5WB,52.44681,KLDT-E5WE,A number of small UFOs appear
201,103385,KLDT-O5WB,48.45628,KLDT-E5WE,A number of UFOs seen for a few frames
202,103379,KLDT-O5WB,48.01146,KLDT-E5WE,"Large number of UFOs from 48s to 49s, and some (but fewer) UFOs seen until around 52s."
203,103295,KLDT-O5WB,52.5617,KLDT-E5WE,UFT falls from UDPT. Also sen on KLDT-E5WD at frame 674-675.
204,103152,KLDT-O5WB,48.00151,KLDT-E5WE,Large bright spot on UDPT. Frame 249.
205,103086,KLDT-O5WB,49.95994,KLDT-E5WE,"UFO at upper dump plate, one frame"
206,103055,KLDT-O5WB,44.57759,KLDT-E5WE,Two Simultaneous UFOs. One is blue and coming from the nPL so should be Be. The other is white and is consistent with the increase in the titanium trace.
207,103031,KLDT-O5WB,49.54689,KLDT-E5WE,"Multiple events primarily appearing at the UDPT. Other instances were: 48.78454s, 49.26599s, 49.98848s,
50.14904s, 50.30963s, 51.63421s,
51.19639s, 53.36006s"
208,103021,KLDT-O5WB,50.14165,KLDT-E5WE,Large particle falling from the top of the vessel for 3 frames
209,102938,KLDT-O5WB,49.19364,KLDT-E5WE,Top location and the event spanned over 3 frames
210,102935,KLDT-O5WB,48.58036,KLDT-E5WE,Multiple UFO events until 55s.
