,Pulse,Op.Cam,Time,Exp.Cam,Comments
211,102934,KLDT-O5WB,48.14976,KLDT-E5WE,"From 48.14976 to 53s, there are a number of UFOs located at the top. Confirmed to be Titanium."
212,102932,KLDT-O5WB,50.80014,KLDT-E5WE,"From 50.80014s to ~53.5s, anumber of UFOs are visible at the top. Confirmed by spectroscopist to be Titanium."
213,102931,KLDT-O5WB,49.5915,KLDT-E5WE,"Top, one frame, confirmed by spectroscopist to be Titanium."
214,102924,KLDT-O5WB,49.538,KLDT-E5WE,"Another Titanium (?) UFO from the top. A few frames later, a white band appears along the UPDT"
215,102923,KLDT-O5WB,53.33774,KLDT-E5WE,"Large Titanium (?) UFO from the top, spanning two frames"
216,102815,KLDT-O5WB,48.2146,KLDT-E5WE,Strong signal on this and the following frame
217,102813,KLDT-O5WB,48.67101,KLDT-E5WE,"3 bright spots in same location as previous pulse, still believed to be molybdenum"
218,102811,KLDT-O5WB,49.1998,KLDT-E5WE,"Titanium event falling from upper dumpplate, comfirmed with spectroscopist"
219,102540,KLDT-O5WB,42.02695,KLDT-E5WE,Lots of UFOs from the rain that fell after the previous pulse's disruption. Also seen by KLDT-E5TA and KL11s
220,102487,KLDT-O5WB,49.68985,KLDT-E5WE,"Large particles falling down from UDP and disintegrating, ~8 frames"
221,102397,KLDT-O5WB,48.58,KLDT-E5WE,UFOs in the divertor frames 263-272
222,102396,KLDT-O5WB,48.07,KLDT-E5WE,Single frame spark. Too much to say it's an UFO
223,101773,KLDT-O5WB,41.66006,KLDT-E5WE,UFOs in deivertor just after x formation
224,101754,KLDT-O5WB,46.07,KLDT-E5WE,UFOs spotted after X formation on the upper divertor inner side.
225,101722,KLDT-O5WB,50.64995,KLDT-E5WE,Diffuse blue spot on outer wall. Also visible on KLDT-E5WD in frame 924.
226,101640,KLDT-O5WB,48.58887,KLDT-E5WE,Two ufos at 48.5 and 50
227,101528,KLDT-O5WB,44.40471,KLDT-E5WE,Short lived UFO near the inner wall early in the pulse
228,101520,KLDT-O5WB,41.92327,KLDT-E5WE,UFO in divertor zone. Also small UFO at 42.72603
229,101493,KLDT-O5WB,48.98933,KLDT-E5WE,"Bright green flash in front of ILA - probably arcing. Spectroscopy shows different signals around the time,notably nickel and chromium, although there is slight time difference - signals in spectroscopy appear at 48.91 s. KL1O8WA also sees this flash but at 48.93486, closer to where spectroscopy sees it. Is there a delay in KLDT-O5WB time vector?"
230,101489,KLDT-O5WB,40.52466,KLDT-E5WC,During the breakdown some UFOs coming from the limiter
231,101489,KLDT-O5WB,40.52466,KLDT-E5WE,During the breakdown some UFOs coming from the limiter
232,101472,KLDT-O5WB,42.08616,KLDT-E5WE,small UFOs spotted near the divertor. More seen at t=49.27204s
233,101458,KLDT-O5WB,41.76792,KLDT-E5WE,Shower of blue UFOs for 5 frames (more if you look carefully). Not visible on KLDT-P5WA.
234,101427,KLDT-O5WB,50.34429,KLDT-E5WE,"UFOs flying near Tile 1, visible also on the camera KL11-P1DB"
235,101347,KLDT-O5WB,41.84728,KLDT-E5WE,UFO visible on Ops cam and KLDT- E5WD (frame 219) but not on KLDT- P5WA.
236,101222,KLDT-O5WB,42.0443,KLDT-E5WE,UFO in divertor area on Ops cam. Another one in the next frame.
237,100815,KLDT-O5WB,41.46025,KLDT-E5WE,Beautiful UFO on upper outer wall. (Fireworks throughout this pulse on this camera)
238,98791,KL1-O8WA,49.25,KL8-E8WA,Curving UFO from NBI8 (2 frames)
239,96347,KL1-O8WA,47.108,KL8-E8WA,Very large Ti UFO near the top around Octant 2. Aldo seen by KLDT-O5WB.
240,94098,KL1-O8WA,42.21,KL8-E8WA,"Not sure what this is. Starts at
42.210 and lasts for several frames"
241,94098,KL1-O8WA,40.17,KL7-E8WB,Starts at 40.170 for two frames (56-57)
242,94098,KL1-O8WA,40.17,KL8-E8WA,Starts at 40.170 for two frames (56-57)
243,98583,KL1-O8WA,53.94,KL7-E8WB,Something goes in near the top and explodes around the end of pulse. Ivor says he sees Alumina.
244,97835,KL1-O8WA,52.29,KL7-E8WB,Particles falling down
245,97501,KL1-O8WA,49.3,KL7-E8WB,"Very large number of raining UFOs after disruption starting around 49,3s"
246,96901,KL1-O8WA,64.8,KL7-E8WB,small UFO skirts lower outer wall after disruption
247,96878,KL1-O8WA,51.62,KL7-E8WB,Single blob falling from the top starting at this time.
248,96867,KL1-O8WA,49.72,KL7-E8WB,Small UFO from ILA grid middle part
249,96865,KL1-O8WA,51.3,KL7-E8WB,UFO from the upper part of the vessel between 51.3-51.39s
250,96860,KL1-O8WA,49.16,KL7-E8WB,UFOs soon after disruption probably from limiter 8B. Cloud finishes at 50.02
251,96857,KL1-O8WA,53.76,KL7-E8WB,UFO moving from the UDP (?) to the divertor. Not seen on the divertor.
252,96789,KL1-O8WA,41.54,KL7-E8WB,Huge amount of Be bits flying off the divertor - pulse does not survive long due to this.
253,96788,KL1-O8WA,50.12,KL7-E8WB,Huge cloud of UFOs coming from the outer wall (approx. WOPL 8D)
254,94515,KL1-O8WA,51.1,KL7-E8WB,Cloud of slow-moving particles expelled from the outer wall
255,90932,KL1-O8WA,59.765,KL7-E8WB,Dust events (frames 1292-1298)
256,89870,KL1-O8WA,50.628,KL7-E8WB,Various UFOs visible on KL7 after disruption.
257,103559,KL1-O8WA,50.22336,KL7-E8WB,"Bouncing UFO, also something visible on KL7-P8WA camera."
258,103127,KL1-O8WA,48.905,KL7-E8WB,"UFO/droplet spotted, dropping across four frames"
259,103063,KL1-O8WA,48.86963,KL7-E8WB,UFOs at 48.86963s & 48.99636s
260,103063,KL1-O8WA,48.86963,KL7-E8WB,UFOs at 48.86963s & 48.99636s
261,102608,KL1-O8WA,48.38537,KL7-E8WB,UFO falling over a few frames. Moves too fast for a falling droplet. Probably just dust/debris
262,101432,KL1-O8WA,51.699,KL8-E8WA,"Large flash from UFO, also visible on KL1-08WA"
263,101282,KL1-O8WA,63.87473,KL7-E8WB,Large UFO falls from near upper inner sausages
264,99910,KLDT-O5WB,54.612,KLDT-E5WD,A lot of particles mOn the termination a lot of UFOs . E5WD seems to be the most sensitive camera showing many UFOs throughout the pulse.
265,99910,KLDT-O5WB,50.712,KLDT-E5WD,"A lot of particles seen coming from the beam duct area in the pulse.
E5WD seems to be the most sensitive camera showing many UFOs throughout the pulse."
266,99910,KLDT-O5WB,48.287,KLDT-E5WD,"A lot of particles seen coming from the beam duct area in the pulse.
E5WD seems to be the most sensitive camera showing many UFOs throughout the pulse."
267,99910,KLDT-O5WB,48.314,KLDT-E5WE,A lot of particles seen coming from the beam duct area in the pulse
268,99908,KLDT-O5WB,48.25,KLDT-E5WD,"Many small UFOs throughout most of pulse, staring around 48s and concentrated at the lower inner wall"
269,99904,KLDT-O5WB,57.475,KLDT-E5WD,Spectacular cloud of UFOs on inner wall during disruption
270,99902,KLDT-O5WB,55.0125,KLDT-E5WD,Multi frame UFO during disruption
271,99882,KLDT-O5WB,41.5,KLDT-E5WD,"Lengthy sequence of UFOs seen in Be @ 527 nm, lasting until 41.7625. Very unimpressive in Ops cam."
272,99874,KLDT-O5WB,42.1125,KLDT-E5WD,"Still quite a lot of UFOs in this pulse (here onwards), still MARFE and disruption."
273,99865,KLDT-O5WB,41.575,KLDT-E5WD,"Particles in the divertor for ~15 frames, followed by MARFE"
274,99817,KLDT-O5WB,52.9875,KLDT-E5WD,Frame: 1118-1129. Divertor region after disruption
275,99811,KLDT-O5WB,55.512,KLDT-E5WD,Frames: 1320-1347 (Inner side during the termination phase)
276,99802,KLDT-O5WB,47.4125,KLDT-E5WD,Very bright UFO. Note this camera has Be filter.
277,99802,KLDT-O5WB,48.0875,KLDT-E5WD,Very bright UFO falling vertically. Apparently the cause of radiation spike.
278,99797,KLDT-O5WB,51.863,KLDT-E5WC,A second UFO coming in from the left.
279,99797,KLDT-O5WB,51.806,KLDT-E5WC,UFO coming in from the left.
280,99778,KLDT-O5WB,53.3375,KLDT-E5WD,Lots UFOs during disruption flying around the vessel (also KLDT- E5WE).
281,99748,KLDT-O5WB,67.3,KLDT-E5WD,"Frames: 2263-2286. Termination phase, outer wall"
282,99746,KLDT-O5WB,69.8,KLDT-E5WD,"Frames: 2463-2478 Termination Phase, slightly larger sizes than in previous pulses. Outer wall."
283,99745,KLDT-O5WB,67.63,KLDT-E5WD,Frames: 2290-2316 in termination phase
284,99725,KLDT-O5WB,69.6,KLDT-E5WD,Lots of UFOs appear near limiter 4B during end of pulse.
285,99678,KLDT-O5WB,63.12,KLDT-E5WD,Many small UFOs through end of pulse
286,99676,KLDT-O5WB,69.74,KLDT-E5WD,The same UFOs seen from KLDT- E5WD. Hard to tell what they are from spectroscopy. concurrent with an O2 spike
287,99643,KLDT-O5WB,55.5,KLDT-E5WD,Clusters of UFOs in the termination phase. Frame 1319-1328
288,99639,KLDT-O5WB,54.1,KLDT-E5WD,Frames: 1211-1216
289,99629,KLDT-O5WB,55.79465,KLDT-E5WC,UFO is visible dropping from the upper out sausages for for about 30 frames before fragmenting at 55.81822s
290,99629,KLDT-O5WB,55.825,KLDT-E5WD,Many UFOs appear to come from above LH anetnna. Visible on O5WB
291,99608,KLDT-O5WB,52.92,KLDT-E5WD,Lots of UFOs during the disruption seen also by KLDT-E5WE
292,99607,KLDT-O5WB,52.96,KLDT-E5WD,"Lots of UFOs seen in the main chamber during disruption, seen also by KLDT-E5WE camera and very slightly by operational camera."
293,99599,KLDT-O5WB,41.45,KLDT-E5WD,"Continuous stream of UFOs above the divertor after the X-point formation until approximately 42.1 s, likely due to debris released by the disruption of the preceding pulse"
294,99567,KLDT-O5WB,64.875,KLDT-E5WD,UFO(s) in divertor
295,99543,KLDT-O5WB,47.2442,KLDT-E5WE,At the divertor
296,99542,KLDT-O5WB,52.1933,KLDT-E5WE,Small UFOs at the inner wall
297,99542,KLDT-O5WB,47.4083,KLDT-E5WE,Between 47.4083s to 47.9 small UFOs at the divertor
298,99516,KLDT-O5WB,42.2,KLDT-E5WD,"Spray over several frames. This is the same event as logged on the Ops Cam, but for some reason it appears 100 ms earlier."
299,99516,KLDT-O5WB,42.2,KLDT-E5WD,Spray over several frames.
300,99516,KLDT-O5WB,41.7375,KLDT-E5WD,UFO on frames 217-8. Not visible on Protection camera.
301,99513,KLDT-O5WB,50.8875,KLDT-E5WD,Something seems to drop at the top of the LH (but it is not seen in any other cam)
302,99457,KLDT-O5WB,49.4191,KLDT-E5WE,Cleaning pulse
303,99457,KLDT-O5WB,49.3446,KLDT-E5WE,Cleaning pulse
304,99457,KLDT-O5WB,49.116,KLDT-E5WE,Cleaning pulse
305,99422,KLDT-O5WB,41.7,KLDT-E5WD,"Strong UFO activity seen throughout the pulse with the Be II filter with two especially active spells during 41.7-43.6 s and
47.1-49.4 s"
306,99409,KLDT-O5WB,47.0,KLDT-E5WD,Less number of UFOs from the divertor and more mid-plane
307,99405,KLDT-O5WB,47.0,KLDT-E5WD,Still there.. Not really much difference with other pulses
308,99405,KLDT-O5WB,47.0,KLDT-E5WD,Still there.. Not really much difference with other pulses
309,99400,KLDT-O5WB,47.0,KLDT-E5WD,"Same as before, starting time has changed because the heating time starting time has changed"
310,99399,KLDT-O5WB,50.51,KLDT-E5WD,Starting from frame 920. Nothing found by DC Ivor
311,99398,KLDT-O5WB,50.51,KLDT-E5WD,Similar to previous pulse. Starting frame: 920
312,99397,KLDT-O5WB,50.51,KLDT-E5WD,"Lots of UFOs from potentially the inner strike point, DC did not find anything special. Frames:920-1151"
313,99390,KLDT-O5WB,59.424,KLDT-E5WC,Fast UFO shooting up
314,99378,KLDT-O5WB,59.44,KLDT-E5WC,2 UFO coming from the top. Visible also on KLDT-P5WA at 59.48s.
315,99367,KLDT-O5WB,40.068,KLDT-E5WE,"A couple of teeny UFOs from somewhere in the lower part of the machine, visible on fast camera."
316,99358,KLDT-O5WB,53.175,KLDT-E5WD,The same spot is very visible on the experimental cameras.
317,99351,KLDT-O5WB,51.9625,KLDT-E5WD,UFO from inner wall
318,99343,KLDT-O5WB,50.732,KLDT-E5WC,"UFo from top, possibly iron based on spectroscopy"
319,99341,KLDT-O5WB,47.675,KLDT-E5WC,ufo from divertor
320,99341,KLDT-O5WB,56.8375,KLDT-E5WC,ufo from divertor
321,99339,KLDT-O5WB,44.6875,KLDT-E5WD,UFOs coming from divertor
322,99331,KLDT-O5WB,41.46,KLDT-E5WD,Small UFOs on the divertor lasting several frames.
323,99226,KLDT-O5WB,57.469,KLDT-E5WE,A number of small blue and white glowing rats can be seen running along the railway tracks on the inboard side.
324,99205,KLDT-O5WB,48.76,KLDT-E5WD,UFOs.No clear from spettroscopy if this is berillium.
325,98786,KLDT-O5WB,57.453,KLDT-E5WC,2 consecutive UFOs coming from mushrooms area over 4D outer limiter until 57.547 secs.
326,98786,KLDT-O5WB,57.45,KLDT-E5WD,2 consecutive UFOs coming from mushrooms area over 4D outer limiter (9 frames).
327,98548,KLDT-O5WB,51.316,KLDT-E5WB,
328,98143,KLDT-O5WB,41.246,KLDT-E5WE,UFO from BEION during breakdown. Bright flash on visible cameras and breaks into multiple pieces.
329,97823,KLDT-O5WB,42.05,KLDT-E5WD,"Almost continuous stream of UFOs flying toroidally above the divertor for roughly 1.5 s, ending with a big one bouncing off from the outer divertor and splitting in several pieces at 43.46 s; last one also seen by KLDT-O5WB and faintly by KLDT-P5WA"
330,97767,KLDT-O5WB,42.45,KLDT-E5WD,"A large continuous fleet of UFOs seen flying toroidally above the divertor with the Be II filter, possibly arising from impact on top part of tile 1 which flashes before the UFOs appear (SL suspected deposition of loose dust after several disruptions of the day); also seen by KLDT-O5WB, KL11-P1DB
and KLDT-P5TB; another similarish shower of UFOs seen after 45.85 s;"
331,97717,KLDT-O5WB,47.186,KLDT-E5WC,The same UFO traveling from the right bottom to the outer divertor and then towards the inner wall from 47.18 to 47.28 secs (seeing on KLDT-O5WB at 47.292 secs)
332,97510,KLDT-O5WB,51.51,KLDT-E5WD,Several UFOs during the whole pulse. This one looks like on the NPL 3B
333,97501,KLDT-O5WB,49.3,KLDT-E5WC,"Very large number of raining UFOs after disruption starting around 49,3s"
334,97487,KLDT-O5WB,50.35,KLDT-E5WD,"A spot appears in experimental camera (Be II filter) near top of machine for two frames, about 60 ms before disruption."
335,97465,KLDT-O5WB,42.0,KLDT-E5WD,"UFOs from the inner divertor (probably departing from tile#3) @42, @42.7, @43.025, and @47.2625."
336,97412,KLDT-O5WB,40.9625,KLDT-E5WD,UFOs close to the inner wall. It lasts for several frames. Also less visible in KLDT-O5WD.
337,97409,KLDT-O5WB,44.6125,KLDT-E5WD,Small UFOs near RFB. It reappears @44.67.
338,97409,KLDT-O5WB,46.1125,KLDT-E5WD,Small UFOs near UDP. You can see it moving around.
339,97314,KLDT-O5WB,54.3625,KLDT-E5WD,They last several frames with scattering from the wall. Also seen on KLDT-O5WB @54.40
340,96985,KLDT-O5WB,58.1125,KLDT-E5WD,UFO shower for one frame during disruption
341,96984,KLDT-O5WB,58.2125,KLDT-E5WD,UFOs throughout vessel during disruption
342,96983,KLDT-O5WB,59.8125,KLDT-E5WD,Sparks seen during disruption on visible and IR cameras
343,96953,KLDT-O5WB,55.55,KLDT-E5WD,Lots of UFO's seen flying around the vessel at the end of the pulse
344,96944,KLDT-O5WB,54.47,KLDT-E5WD,Titanium
345,96939,KLDT-O5WB,49.3,KLDT-E5WD,Lots of UFOs around the divertor. Not seen on protection cameras.
346,96939,KLDT-O5WB,49.5873,KLDT-E5WE,Small UFOs. Also at 49.70080 (Wall) and at 49.75530 (Flying from divertor)
347,96902,KLDT-O5WB,56.935,KLDT-E5WC,two small ufos circling the vessel after disruption
348,96878,KLDT-O5WB,50.978,KLDT-E5WC,Single small blob seen falling from the top (play video from this time).
349,96865,KLDT-O5WB,51.3,KLDT-E5WC,UFO flying from the outer wall 51.3-51.32s
350,96860,KLDT-O5WB,49.25,KLDT-E5WC,"Little flying UFOs from the top (UDP, Sausages??). They last until
49.9 seconds."
351,96817,KLDT-O5WB,42.69,KLDT-E5WD,From outer wall. Probably Berillium.
352,96815,KLDT-O5WB,43.82,KLDT-E5WD,Impresssive UFOs until the end of the pulse.
353,96799,KLDT-O5WB,50.455,KLDT-E5WC,"Slow-moving UFO of unknown origin right in front of mirror box, BEFORE disruption."
354,96788,KLDT-O5WB,50.42,KLDT-E5WC,Still some UFOs from 4B but fewer than in 96782. UFOs also seen in KL7E8WB.
355,96782,KLDT-O5WB,50.07,KLDT-E5WC,Snow of UFOs (some of them very big) after the disruption
356,96777,KLDT-O5WB,47.0074,KLDT-E5WE,"Bits coming off limiter 4D again, also seen by op cam."
357,96559,KLDT-O5WB,41.7125,KLDT-E5WD,Lots of Be bits flying around early in the pulse.
358,96361,KLDT-O5WB,54.85,KLDT-E5WD,Apparently material coming out of the lower corner of ILA --> Be signal in spectroscopy observed as well
359,96341,KLDT-O5WB,48.94132,KLDT-E5WD,Ufo from inner wall next to IWGL
360,96341,KLDT-O5WB,47.53964,KLDT-E5WD,UFO from wOPL
361,96341,KLDT-O5WB,47.49963,KLDT-E5WD,UFO just above ICRH
362,96341,KLDT-O5WB,46.97947,KLDT-E5WD,UFO from nPL
363,96225,KLDT-O5WB,43.125,KLDT-E5WD,Lots of UFOs at the end of the pulse. Lots of UFOS also seen on KLDT-O5WB.
364,96205,KLDT-O5WB,46.925,KLDT-E5WD,Lot of UFOs flying around the main chamber
365,96204,KLDT-O5WB,46.9375,KLDT-E5WD,Lot os UFOs in main chamber spinning around
366,96180,KLDT-O5WB,46.0375,KLDT-E5WD,"UFOs in the divertor region, seen also on KL11-P1DB."
367,96172,KLDT-O5WB,47.55,KLDT-E5WD,UFO
368,96000,KLDT-O5WB,51.71,KLDT-E5WD,Record NBI 31.4 MW. Disruption released a lot of parcticles from the divertor Tile 7
369,95495,KLDT-O5WB,58.95,KLDT-E5WD,Very large plume of Be particles from the inner wall during disruption.
370,95162,KLDT-O5WB,57.525,KLDT-E5WD,Same again - fireworks on both inner and outer wall in Be-II
371,95161,KLDT-O5WB,57.05,KLDT-E5WD,Spectacular views in experimental camera with Be-II filter. Nothing to be seen on protection cameras.
372,94913,KLDT-O5WB,56.389,KLDT-E5WC,A lot of UFOs!
373,94611,KLDT-O5WB,48.519,KLDT-E5WD,
374,94608,KLDT-O5WB,47.6673,KLDT-E5WD,Pedro was able to spot this (his credit)
375,94606,KLDT-O5WB,53.1616,KLDT-E5WD,
376,94606,KLDT-O5WB,50.3163,KLDT-E5WE,
377,93714,KLDT-O5WB,52.668,KLDT-E5WE,Series of UFOs possibly from outer limiters - largest one spectacularly explodes! Also seen on KLDT- O5WB.
378,93532,KLDT-O5WB,50.522,KLDT-E5WD,UFO also visible here
379,104513,KLDT-O5WB,42.7,KLDT-E5WD,Several UFO's observed over ~3 seconds at the start of the pulse. Not visible with the protection camera.
380,104314,KLDT-O5WB,41.04429,KLDT-E5WE,Nifty UFO that splits into 3 parts.
381,103802,KLDT-O5WB,55.722,KLDT-E5WC,Ti UFO (over a few frames) that may have induced the disruption because the plasma was very close to the density limit.
382,103431,KLDT-O5WB,62.0625,KLDT-E5WD,UFOs at the inner wall guard limiter
383,103138,KLDT-O5WB,48.16142,KLDT-E5WC,Observed UFOS on the outer wall guard limiter and travelling towards the divertor region
384,103137,KLDT-O5WB,48.17309,KLDT-E5WC,"Starting 48.17309s UFOs are seen falling from the Upper Dump Plates, moving across the plasma from the outer wall gaurd limiter, also travelling around the inner wall guard limiter."
385,102980,KLDT-O5WB,62.35,KLDT-E5WD,UFOs towards end of pulse
386,102879,KLDT-O5WB,47.9852,KLDT-E5WE,UFOs seem to travel from limiters towards plasma at beginning of disruption
387,102784,KLDT-O5WB,48.48,KLDT-E5WD,UFO circulating above the divertor.
388,102709,KLDT-O5WB,50.67,KLDT-E5WD,Massive UFO cloud - most likely beryllium.
389,102539,KLDT-O5WB,48.6,KLDT-E5WC,"Lots of UFOs spanning half a second. Also seen by KLDT-E5TA. Not seen by KL7, suggesting a localization of this event to octant 4 and 5 at least."
390,102129,KLDT-O5WB,53.775,KLDT-E5WD,Still some dust flying around with the end of the pulse.
391,102074,KLDT-O5WB,46.449,KLDT-E5WD,UFOS circling on top of the divertor
392,102068,KLDT-O5WB,48.23,KLDT-E5WD,UFOs appear to be produced at the NPL in between the Antenna B and the LH
393,101897,KLDT-O5WB,57.15,KLDT-E5WD,"UFOs seen in the divertor zone -few frames, also seen some UFOs by KL11-P1DB more or less in the same time"
394,101894,KLDT-O5WB,49.8125,KLDT-E5WD,UFOs flying in the divertor zone (several frames)
395,101892,KLDT-O5WB,47.375,KLDT-E5WD,UFO seen on tile 3/4 one frame and then around 53.3875s UFO seen on tile 0/1 one frame
396,101775,KLDT-O5WB,41.7,KLDT-E5WD,UFO from inner divertor/wall
397,101481,KLDT-O5WB,66.276,KLDT-E5WC,Shower of UFOs from limiter 4D again.
398,101479,KLDT-O5WB,66.035,KLDT-E5WC,Significant UFO shower from limiter 4D at end of pulse. EiC observed.
399,101473,KLDT-O5WB,66.1375,KLDT-E5WD,Several UFOs near the upper poloidal limiters. Also seen with KLDT-O5WB from t=66.2993s
400,101433,KLDT-O5WB,56.2625,KLDT-E5WD,Multiple small UFOs in the seconds before disruption. Continues until 56.425
401,101135,KLDT-O5WB,50.2875,KLDT-E5WD,UFOs in divertor zone visible on BeII filter
402,100961,KLDT-O5WB,64.325,KLDT-E5WD,Spectacular UFO in BeII light.
403,100894,KLDT-O5WB,53.8,KLDT-E5WD,"Series of bright Be UFOs from outboard side during heating in this pulse, mainly between 54 - 56s."
404,100861,KLDT-O5WB,50.05,KLDT-E5WD,Beautiful little beryllium UFO on the inner wall over several frames. Just visible on Ops Cam if you look closely.
405,100745,KLDT-O5WB,41.2625,KLDT-E5WD,UFO near top of vessel
406,100745,KLDT-O5WB,42.459,KLDT-E5WC,UFO near IWGL 4Z. Not visible on other cameras
407,100647,KLDT-O5WB,54.09,KLDT-E5WE,"Bright UFO, maybe from inner wall? Also visibe on KLDT-O5WB."
408,100476,KLDT-O5WB,57.7,KLDT-E5WD,Small divertor UFO
409,100416,KLDT-O5WB,41.288,KLDT-E5WE,A little rat runs along the divertor. Visible as a streak in KLDT-O5WB at 41.34881.
410,100416,KLDT-O5WB,41.086,KLDT-E5WE,Tiny UFO appears for several ms.
411,100246,KLDT-O5WB,50.172,KLDT-E5WC,UFO from out wall visible on both mirrors for ~30 frames
412,100225,KLDT-O5WB,64.5677,KLDT-E5WD,UFOs visible at end of pulse. Following these UFOs and inner limiter heating the SL lowered the DMV threshold.
413,100210,KLDT-O5WB,54.1625,KLDT-E5WD,Stereographic UFO from IWGL during disruption
414,100208,KLDT-O5WB,52.5875,KLDT-E5WD,UFOs from IWGL during disruption. Seem to come from section which breifly exceeded MCHS and panic limit. SL to reduce DMV voltage for following pulse.
415,100186,KLDT-O5WB,57.583,KLDT-E5WC,Stereographic UFO view after rough landing.
416,100130,KLDT-O5WB,53.8851,KLDT-E5WD,cloud of UFOs seeming to come from outer limiters during floppy end of pulse
417,100125,KLDT-O5WB,47.212,KLDT-E5WE,UFO seems to break off the outer limiter and fall into the machine.
418,100103,KLDT-O5WB,55.6,KLDT-E5WD,Frame:829
